Manufacturer;Name;FlashDevice;DeviceFamily;BetaSupport;ExternalBus;Endian;CoreId;BaseAddr;RAMAddr;RAMSize
Nuvoton;NANO110KA1BN;NANO1xxxA1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO110KA2BN;NANO1xxxA2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO110KA3BN;NANO1xxxA3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO110KB0BN;NANO1xxxB0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO110KB1BN;NANO1xxxB1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO110KB2BN;NANO1xxxB2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO110KB3BN;NANO1xxxB3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO110KC0BN;NANO1xxxC0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO110KC1BN;NANO1xxxC1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO110KC2BN;NANO1xxxC2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO110KC3BN;NANO1xxxC3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO110KD0BN;NANO1xxxD0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO110KD1BN;NANO1xxxD1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO110KD2BN;NANO1xxxD2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO110KD3BN;NANO1xxxD3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO110KE0BN;NANO1xxxE0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO110KE1BN;NANO1xxxE1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO110KE2BN;NANO1xxxE2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO110KE3BN;NANO1xxxE3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO110LA0BN;NANO1xxxA0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO110LA1BN;NANO1xxxA1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO110LA2BN;NANO1xxxA2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO110LA3BN;NANO1xxxA3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO110LB0BN;NANO1xxxB0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO110LB1BN;NANO1xxxB1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO110LB2BN;NANO1xxxB2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO110LB3BN;NANO1xxxB3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO110LC0BN;NANO1xxxC0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO110LC1BN;NANO1xxxC1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO110LC2BN;NANO1xxxC2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO110LC3BN;NANO1xxxC3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO110LD0BN;NANO1xxxD0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO110LD1BN;NANO1xxxD1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO110LD2BN;NANO1xxxD2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO110LD3BN;NANO1xxxD3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO110LE0BN;NANO1xxxE0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO110LE1BN;NANO1xxxE1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO110LE2BN;NANO1xxxE2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO110LE3BN;NANO1xxxE3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO110SA0BN;NANO1xxxA0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO110SA1BN;NANO1xxxA1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO110SA2BN;NANO1xxxA2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO110SA3BN;NANO1xxxA3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO110SB0BN;NANO1xxxB0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO110SB1BN;NANO1xxxB1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO110SB2BN;NANO1xxxB2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO110SB3BN;NANO1xxxB3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO110SC0BN;NANO1xxxC0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO110SC1BN;NANO1xxxC1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO110SC2BN;NANO1xxxC2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO110SC3BN;NANO1xxxC3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO110SD0BN;NANO1xxxD0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO110SD1BN;NANO1xxxD1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO110SD2BN;NANO1xxxD2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO110SD3BN;NANO1xxxD3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO110SE0BN;NANO1xxxE0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO110SE1BN;NANO1xxxE1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO110SE2BN;NANO1xxxE2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO110SE3BN;NANO1xxxE3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO120KA0BN;NANO1xxxA0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO120KA1BN;NANO1xxxA1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO120KA2BN;NANO1xxxA2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO120KA3BN;NANO1xxxA3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO120KB0BN;NANO1xxxB0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO120KB1BN;NANO1xxxB1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO120KB2BN;NANO1xxxB2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO120KB3BN;NANO1xxxB3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO120KC0BN;NANO1xxxC0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO120KC1BN;NANO1xxxC1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO120KC2BN;NANO1xxxC2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO120KC3BN;NANO1xxxC3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO120KD0BN;NANO1xxxD0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO120KD1BN;NANO1xxxD1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO120KD2BN;NANO1xxxD2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO120KD3BN;NANO1xxxD3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO120KE0BN;NANO1xxxE0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO120KE1BN;NANO1xxxE1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO120KE2BN;NANO1xxxE2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO120KE3BN;NANO1xxxE3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO120LA0BN;NANO1xxxA0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO120LA1BN;NANO1xxxA1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO120LA2BN;NANO1xxxA2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO120LA3BN;NANO1xxxA3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO120LB0BN;NANO1xxxB0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO120LB1BN;NANO1xxxB1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO120LB2BN;NANO1xxxB2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO120LB3BN;NANO1xxxB3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO120LC0BN;NANO1xxxC0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO120LC1BN;NANO1xxxC1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO120LC2BN;NANO1xxxC2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO120LC3BN;NANO1xxxC3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO120LD0BN;NANO1xxxD0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO120LD1BN;NANO1xxxD1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO120LD2BN;NANO1xxxD2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO120LD3BN;NANO1xxxD3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO120LE0BN;NANO1xxxE0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO120LE1BN;NANO1xxxE1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO120LE2BN;NANO1xxxE2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO120LE3BN;NANO1xxxE3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO120SA0BN;NANO1xxxA0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO120SA1BN;NANO1xxxA1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO120SA2BN;NANO1xxxA2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO120SA3BN;NANO1xxxA3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO120SB0BN;NANO1xxxB0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO120SB1BN;NANO1xxxB1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO120SB2BN;NANO1xxxB2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO120SB3BN;NANO1xxxB3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO120SC0BN;NANO1xxxC0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO120SC1BN;NANO1xxxC1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO120SC2BN;NANO1xxxC2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO120SC3BN;NANO1xxxC3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO120SD0BN;NANO1xxxD0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO120SD1BN;NANO1xxxD1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO120SD2BN;NANO1xxxD2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO120SD3BN;NANO1xxxD3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO120SE0BN;NANO1xxxE0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO120SE1BN;NANO1xxxE1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO120SE2BN;NANO1xxxE2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO120SE3BN;NANO1xxxE3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO130KA0BN;NANO1xxxA0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO130KA1BN;NANO1xxxA1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO130KA2BN;NANO1xxxA2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO130KA3BN;NANO1xxxA3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO130KB0BN;NANO1xxxB0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO130KB1BN;NANO1xxxB1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO130KB2BN;NANO1xxxB2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO130KB3BN;NANO1xxxB3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO130KC0BN;NANO1xxxC0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO130KC1BN;NANO1xxxC1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO130KC2BN;NANO1xxxC2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO130KC3BN;NANO1xxxC3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO130KD0BN;NANO1xxxD0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO130KD1BN;NANO1xxxD1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO130KD2BN;NANO1xxxD2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO130KD3BN;NANO1xxxD3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO130KE0BN;NANO1xxxE0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO130KE1BN;NANO1xxxE1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO130KE2BN;NANO1xxxE2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO130KE3BN;NANO1xxxE3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO130LA0BN;NANO1xxxA0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO130LA1BN;NANO1xxxA1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO130LA2BN;NANO1xxxA2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO130LA3BN;NANO1xxxA3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO130LB0BN;NANO1xxxB0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO130LB1BN;NANO1xxxB1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO130LB2BN;NANO1xxxB2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO130LB3BN;NANO1xxxB3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO130LC0BN;NANO1xxxC0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO130LC1BN;NANO1xxxC1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO130LC2BN;NANO1xxxC2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO130LC3BN;NANO1xxxC3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO130LD0BN;NANO1xxxD0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO130LD1BN;NANO1xxxD1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO130LD2BN;NANO1xxxD2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO130LD3BN;NANO1xxxD3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO130LE0BN;NANO1xxxE0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO130LE1BN;NANO1xxxE1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO130LE2BN;NANO1xxxE2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO130LE3BN;NANO1xxxE3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO130SA0BN;NANO1xxxA0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO130SA1BN;NANO1xxxA1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO130SA2BN;NANO1xxxA2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO130SA3BN;NANO1xxxA3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO130SB0BN;NANO1xxxB0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO130SB1BN;NANO1xxxB1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO130SB2BN;NANO1xxxB2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO130SB3BN;NANO1xxxB3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO130SC0BN;NANO1xxxC0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO130SC1BN;NANO1xxxC1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO130SC2BN;NANO1xxxC2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO130SC3BN;NANO1xxxC3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO130SD0BN;NANO1xxxD0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO130SD1BN;NANO1xxxD1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO130SD2BN;NANO1xxxD2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO130SD3BN;NANO1xxxD3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NANO130SE0BN;NANO1xxxE0xx internal;060000FF;0;0;0;0BB11477;0;20000000;800
Nuvoton;NANO130SE1BN;NANO1xxxE1xx internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NANO130SE2BN;NANO1xxxE2xx internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NANO130SE3BN;NANO1xxxE3xx internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC100LC1;NUC100xC1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC100LC2;NUC100xC2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC100LC3;NUC100xC3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC100LD1;NUC100xD1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC100LD2;NUC100xD2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC100LD3;NUC100xD3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC100LE1;NUC100xE1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC100LE2;NUC100xE2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC100LE3;NUC100xE3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC100RC1;NUC100xC1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC100RC2;NUC100xC2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC100RC3;NUC100xC3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC100RD1;NUC100xD1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC100RD2;NUC100xD2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC100RD3;NUC100xD3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC100RE1;NUC100xE1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC100RE2;NUC100xE2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC100RE3;NUC100xE3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC100VC1;NUC100xC1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC100VC2;NUC100xC2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC100VC3;NUC100xC3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC100VD1;NUC100xD1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC100VD2;NUC100xD2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC100VD3;NUC100xD3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC100VE1;NUC100xE1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC100VE2;NUC100xE2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC100VE3;NUC100xE3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC100YC1;NUC100xC1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC100YC2;NUC100xC2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC100YC3;NUC100xC3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC100YD1;NUC100xD1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC100YD2;NUC100xD2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC100YD3;NUC100xD3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC100YE1;NUC100xE1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC100YE2;NUC100xE2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC100YE3;NUC100xE3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC120LA1;NUC120xA1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC120LA2;NUC120xA2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC120LA3;NUC120xA3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC120LB1;NUC120xB1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC120LB2;NUC120xB2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC120LB3;NUC120xB3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC120LC1;NUC120xC1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC120LC2;NUC120xC2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC120LC3;NUC120xC3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC120LD1;NUC120xD1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC120LD2;NUC120xD2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC120LD3;NUC120xD3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC120LE1;NUC120xE1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC120LE2;NUC120xE2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC120LE3;NUC120xE3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC120RA1;NUC120xA1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC120RA2;NUC120xA2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC120RA3;NUC120xA3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC120RB1;NUC120xB1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC120RB2;NUC120xB2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC120RB3;NUC120xB3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC120RC1;NUC120xC1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC120RC2;NUC120xC2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC120RC3;NUC120xC3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC120RD1;NUC120xD1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC120RD2;NUC120xD2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC120RD3;NUC120xD3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC120RE1;NUC120xE1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC120RE2;NUC120xE2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC120RE3;NUC120xE3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC120VA1;NUC120xA1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC120VA2;NUC120xA2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC120VA3;NUC120xA3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
Nuvoton;NUC120VB1;NUC120xB1 internal;060000FF;0;0;0;0BB11477;0;20000000;1000
Nuvoton;NUC120VB2;NUC120xB2 internal;060000FF;0;0;0;0BB11477;0;20000000;2000
Nuvoton;NUC120VB3;NUC120xB3 internal;060000FF;0;0;0;0BB11477;0;20000000;4000
